id,query,category,expected_tool,expected_args,expected_action,risk,style,eligible_levels,predicted_tool,predicted_args,confidence,raw_correct,gate_execute,gated_correct,latency_s,reasoning
V1_020,Set GPIO 9 low.,gpio_set,set_gpio,"{'pin': 9, 'state': False}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 9, ""state"": false}",,True,,,2.074405,
V1_021,Set GPIO 10 high.,gpio_set,set_gpio,"{'pin': 10, 'state': True}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 10, ""state"": true}",,True,,,2.075499,
V1_022,Set GPIO 10 low.,gpio_set,set_gpio,"{'pin': 10, 'state': False}",CALL,MEDIUM,direct,['full'],get_hdmi_status,"{""connector"": ""HDMI-A-1""}",,False,,,1.489955,
V1_023,Set GPIO 11 high.,gpio_set,set_gpio,"{'pin': 11, 'state': True}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 11, ""state"": true}",,True,,,2.540232,
V1_024,Set GPIO 11 low.,gpio_set,set_gpio,"{'pin': 11, 'state': False}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 11, ""state"": false}",,True,,,2.522569,
V1_025,Set GPIO 12 high.,gpio_set,set_gpio,"{'pin': 12, 'state': True}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 12, ""state"": true}",,True,,,2.07069,
V1_026,Set GPIO 12 low.,gpio_set,set_gpio,"{'pin': 12, 'state': False}",CALL,MEDIUM,direct,['full'],get_hdmi_status,"{""connector"": ""HDMI-A-1""}",,False,,,1.484888,
V1_027,Set GPIO 13 high.,gpio_set,set_gpio,"{'pin': 13, 'state': True}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 13, ""state"": true}",,True,,,2.400895,
V1_028,Set GPIO 13 low.,gpio_set,set_gpio,"{'pin': 13, 'state': False}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 13, ""state"": false}",,True,,,2.067595,
V1_029,Set GPIO 14 high.,gpio_set,set_gpio,"{'pin': 14, 'state': True}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 14, ""state"": true}",,True,,,2.409123,
V1_030,Set GPIO 14 low.,gpio_set,set_gpio,"{'pin': 14, 'state': False}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 14, ""state"": false}",,True,,,2.396226,
V1_031,Set GPIO 15 high.,gpio_set,set_gpio,"{'pin': 15, 'state': True}",CALL,MEDIUM,direct,['full'],get_hdmi_status,"{""connector"": ""HDMI-A-1""}",,False,,,1.618854,
V1_032,Set GPIO 15 low.,gpio_set,set_gpio,"{'pin': 15, 'state': False}",CALL,MEDIUM,direct,['full'],get_hdmi_status,"{""connector"": ""HDMI-A-1""}",,False,,,1.485552,
V1_033,Set GPIO 16 high.,gpio_set,set_gpio,"{'pin': 16, 'state': True}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 16, ""state"": true}",,True,,,2.173465,
V1_034,Set GPIO 16 low.,gpio_set,set_gpio,"{'pin': 16, 'state': False}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 16, ""state"": false}",,True,,,2.063984,
V1_035,Set GPIO 17 high.,gpio_set,set_gpio,"{'pin': 17, 'state': True}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 17, ""state"": true}",,True,,,2.055164,
V1_036,Set GPIO 17 low.,gpio_set,set_gpio,"{'pin': 17, 'state': False}",CALL,MEDIUM,direct,['full'],get_hdmi_status,"{""connector"": ""HDMI-A-1""}",,False,,,1.493741,
V1_037,Set GPIO 18 high.,gpio_set,set_gpio,"{'pin': 18, 'state': True}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 18, ""state"": true}",,True,,,2.082551,
V1_038,Set GPIO 18 low.,gpio_set,set_gpio,"{'pin': 18, 'state': False}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 18, ""state"": false}",,True,,,2.077195,
V1_039,Set GPIO 19 high.,gpio_set,set_gpio,"{'pin': 19, 'state': True}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 19, ""state"": true}",,True,,,2.081689,
V1_040,Set GPIO 19 low.,gpio_set,set_gpio,"{'pin': 19, 'state': False}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 19, ""state"": false}",,True,,,2.083347,
V1_041,Set GPIO 20 high.,gpio_set,set_gpio,"{'pin': 20, 'state': True}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 20, ""state"": true}",,True,,,2.080215,
V1_042,Set GPIO 20 low.,gpio_set,set_gpio,"{'pin': 20, 'state': False}",CALL,MEDIUM,direct,['full'],get_hdmi_status,"{""connector"": ""HDMI-A-1""}",,False,,,1.462022,
V1_043,Set GPIO 21 high.,gpio_set,set_gpio,"{'pin': 21, 'state': True}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 21, ""state"": true}",,True,,,2.176035,
V1_044,Set GPIO 21 low.,gpio_set,set_gpio,"{'pin': 21, 'state': False}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 21, ""state"": false}",,True,,,2.193259,
V1_045,Set GPIO 22 high.,gpio_set,set_gpio,"{'pin': 22, 'state': True}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 22, ""state"": true}",,True,,,2.192263,
V1_046,Set GPIO 22 low.,gpio_set,set_gpio,"{'pin': 22, 'state': False}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 22, ""state"": false}",,True,,,2.10017,
V1_047,Set GPIO 23 high.,gpio_set,set_gpio,"{'pin': 23, 'state': True}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 23, ""state"": true}",,True,,,2.438449,
V1_048,Set GPIO 23 low.,gpio_set,set_gpio,"{'pin': 23, 'state': False}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 23, ""state"": false}",,True,,,2.107385,
V1_049,Set GPIO 24 high.,gpio_set,set_gpio,"{'pin': 24, 'state': True}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 24, ""state"": true}",,True,,,2.56589,
V1_050,Set GPIO 24 low.,gpio_set,set_gpio,"{'pin': 24, 'state': False}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 24, ""state"": false}",,True,,,2.197593,
V1_051,Set GPIO 25 high.,gpio_set,set_gpio,"{'pin': 25, 'state': True}",CALL,MEDIUM,direct,['full'],get_hdmi_status,"{""connector"": ""HDMI-A-1""}",,False,,,1.631647,
V1_052,Set GPIO 25 low.,gpio_set,set_gpio,"{'pin': 25, 'state': False}",CALL,MEDIUM,direct,['full'],get_hdmi_status,"{""connector"": ""HDMI-A-1""}",,False,,,1.645851,
V1_053,Set GPIO 26 high.,gpio_set,set_gpio,"{'pin': 26, 'state': True}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 26, ""state"": true}",,True,,,2.455635,
V1_054,Set GPIO 26 low.,gpio_set,set_gpio,"{'pin': 26, 'state': False}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 26, ""state"": false}",,True,,,2.463588,
V1_055,Set GPIO 27 high.,gpio_set,set_gpio,"{'pin': 27, 'state': True}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 27, ""state"": true}",,True,,,2.467517,
V1_056,Set GPIO 27 low.,gpio_set,set_gpio,"{'pin': 27, 'state': False}",CALL,MEDIUM,direct,['full'],set_gpio,"{""pin"": 27, ""state"": false}",,True,,,2.126452,
V1_057,Read GPIO 0.,gpio_read,read_gpio,{'pin': 0},CALL,READ_ONLY,direct,['full'],get_hdmi_status,"{""connector"": ""HDMI-A-1""}",,False,,,1.394152,
V1_058,Read GPIO 1.,gpio_read,read_gpio,{'pin': 1},CALL,READ_ONLY,direct,['full'],get_hdmi_status,"{""connector"": ""HDMI-A-1""}",,False,,,1.42105,
V1_059,Read GPIO 2.,gpio_read,read_gpio,{'pin': 2},CALL,READ_ONLY,direct,['full'],get_hdmi_status,"{""connector"": ""HDMI-A-1""}",,False,,,1.503893,
V1_060,Read GPIO 3.,gpio_read,read_gpio,{'pin': 3},CALL,READ_ONLY,direct,['full'],get_hdmi_status,"{""connector"": ""HDMI-A-1""}",,False,,,1.511034,
V1_061,Read GPIO 4.,gpio_read,read_gpio,{'pin': 4},CALL,READ_ONLY,direct,['full'],get_hdmi_status,"{""connector"": ""HDMI-A-1""}",,False,,,1.499966,
V1_062,Read GPIO 5.,gpio_read,read_gpio,{'pin': 5},CALL,READ_ONLY,direct,['full'],get_hdmi_status,"{""connector"": ""HDMI-A-1""}",,False,,,1.510755,
V1_063,Read GPIO 6.,gpio_read,read_gpio,{'pin': 6},CALL,READ_ONLY,direct,['full'],read_gpio,"{""pin"": 6}",,True,,,1.794507,
V1_064,Read GPIO 7.,gpio_read,read_gpio,{'pin': 7},CALL,READ_ONLY,direct,['full'],get_hdmi_status,"{""connector"": ""HDMI-A-1""}",,False,,,1.415612,
V1_065,Read GPIO 8.,gpio_read,read_gpio,{'pin': 8},CALL,READ_ONLY,direct,['full'],get_hdmi_status,"{""connector"": ""HDMI-A-1""}",,False,,,1.507092,
V1_066,Read GPIO 9.,gpio_read,read_gpio,{'pin': 9},CALL,READ_ONLY,direct,['full'],read_gpio,"{""pin"": 9}",,True,,,1.828849,
V1_067,Read GPIO 10.,gpio_read,read_gpio,{'pin': 10},CALL,READ_ONLY,direct,['full'],read_gpio,"{""pin"": 10}",,True,,,1.810316,
V1_068,Read GPIO 11.,gpio_read,read_gpio,{'pin': 11},CALL,READ_ONLY,direct,['full'],read_gpio,"{""pin"": 11}",,True,,,1.832961,
V1_069,What's the state of BCM12?,gpio_read,read_gpio,{'pin': 12},CALL,READ_ONLY,abbrev,['full'],get_spi_status,"{""connector"": ""BCM12""}",,False,,,1.571909,
V1_070,What's the state of BCM13?,gpio_read,read_gpio,{'pin': 13},CALL,READ_ONLY,abbrev,['full'],set_gpio,"{""pin"": 1, ""state"": true}",,False,,,2.193609,
V1_071,What's the state of BCM14?,gpio_read,read_gpio,{'pin': 14},CALL,READ_ONLY,abbrev,['full'],set_gpio,"{""pin"": 0, ""state"": true}",,False,,,2.165512,
V1_072,What's the state of BCM15?,gpio_read,read_gpio,{'pin': 15},CALL,READ_ONLY,abbrev,['full'],get_spi_status,"{""connector"": ""BCM15""}",,False,,,1.490771,
V1_073,What's the state of BCM16?,gpio_read,read_gpio,{'pin': 16},CALL,READ_ONLY,abbrev,['full'],get_spi_status,"{""connector"": ""BCM16""}",,False,,,1.550778,
V1_074,What's the state of BCM17?,gpio_read,read_gpio,{'pin': 17},CALL,READ_ONLY,abbrev,['full'],get_spi_status,"{""connector"": ""BCM17""}",,False,,,1.560522,
V1_075,What's the state of BCM18?,gpio_read,read_gpio,{'pin': 18},CALL,READ_ONLY,abbrev,['full'],get_spi_status,"{""connector"": ""BCM18""}",,False,,,1.552109,
V1_076,What's the state of BCM19?,gpio_read,read_gpio,{'pin': 19},CALL,READ_ONLY,abbrev,['full'],get_spi_status,"{""connector"": ""BCM19""}",,False,,,1.55733,
V1_077,What's the state of BCM20?,gpio_read,read_gpio,{'pin': 20},CALL,READ_ONLY,abbrev,['full'],get_spi_status,"{""connector"": ""BCM20""}",,False,,,1.560191,
V1_078,What's the state of BCM21?,gpio_read,read_gpio,{'pin': 21},CALL,READ_ONLY,abbrev,['full'],,null,,False,,,1.851371,
V1_079,What's the state of BCM22?,gpio_read,read_gpio,{'pin': 22},CALL,READ_ONLY,abbrev,['full'],,null,,False,,,1.834625,
V1_080,What's the state of BCM23?,gpio_read,read_gpio,{'pin': 23},CALL,READ_ONLY,abbrev,['full'],set_gpio,"{""pin"": 0, ""state"": true}",,False,,,2.663585,
V1_081,Scan I2C bus 0.,i2c,scan_i2c_bus,{'bus': 0},CALL,READ_ONLY,direct,['full'],scan_i2c_bus,"{""bus"": 0}",,True,,,2.514595,
V1_082,Which devices are visible on I2C-0?,i2c,scan_i2c_bus,{'bus': 0},CALL,READ_ONLY,natural,['full'],list_spi_devices,"{""description"": ""I2C-0""}",,False,,,1.294646,
V1_083,Scan I2C bus 1.,i2c,scan_i2c_bus,{'bus': 1},CALL,READ_ONLY,direct,['full'],scan_i2c_bus,"{""bus"": 1}",,True,,,2.209158,
V1_084,Which devices are visible on I2C-1?,i2c,scan_i2c_bus,{'bus': 1},CALL,READ_ONLY,natural,['full'],list_spi_devices,"{""description"": ""I2C-1""}",,False,,,1.301718,
V1_085,Is there an I2C device at 0x20 on bus 1?,i2c,check_i2c_device,"{'bus': 1, 'address': '0x20'}",CALL,READ_ONLY,natural,['full'],check_i2c_device,"{""bus"": 1, ""address"": ""0x20""}",,True,,,2.734061,
V1_086,Dump I2C device 0x20 on bus 1.,i2c,dump_i2c_device,"{'bus': 1, 'address': '0x20'}",CALL,READ_ONLY,direct,['full'],scan_i2c_bus,"{""bus"": 1}",,False,,,1.845688,
V1_087,Is there an I2C device at 0x3c on bus 1?,i2c,check_i2c_device,"{'bus': 1, 'address': '0x3c'}",CALL,READ_ONLY,natural,['full'],check_i2c_device,"{""bus"": 1, ""address"": ""0x3c""}",,True,,,2.938939,
V1_088,Dump I2C device 0x3c on bus 1.,i2c,dump_i2c_device,"{'bus': 1, 'address': '0x3c'}",CALL,READ_ONLY,direct,['full'],scan_i2c_bus,"{""bus"": 1}",,False,,,1.849016,
V1_089,Is there an I2C device at 0x48 on bus 1?,i2c,check_i2c_device,"{'bus': 1, 'address': '0x48'}",CALL,READ_ONLY,natural,['full'],check_i2c_device,"{""bus"": 1, ""address"": ""0x48""}",,True,,,2.950062,
V1_090,Dump I2C device 0x48 on bus 1.,i2c,dump_i2c_device,"{'bus': 1, 'address': '0x48'}",CALL,READ_ONLY,direct,['full'],scan_i2c_bus,"{""bus"": 1}",,False,,,2.312166,
V1_091,Is there an I2C device at 0x50 on bus 1?,i2c,check_i2c_device,"{'bus': 1, 'address': '0x50'}",CALL,READ_ONLY,natural,['full'],check_i2c_device,"{""bus"": 1, ""address"": ""0x50""}",,True,,,2.916792,
V1_092,Dump I2C device 0x50 on bus 1.,i2c,dump_i2c_device,"{'bus': 1, 'address': '0x50'}",CALL,READ_ONLY,direct,['full'],scan_i2c_bus,"{""bus"": 1}",,False,,,1.876666,
V1_093,Is there an I2C device at 0x68 on bus 1?,i2c,check_i2c_device,"{'bus': 1, 'address': '0x68'}",CALL,READ_ONLY,natural,['full'],check_i2c_device,"{""bus"": 1, ""address"": ""0x68""}",,True,,,2.934959,
V1_094,Dump I2C device 0x68 on bus 1.,i2c,dump_i2c_device,"{'bus': 1, 'address': '0x68'}",CALL,READ_ONLY,direct,['full'],scan_i2c_bus,"{""bus"": 1}",,False,,,2.293571,
V1_095,Is there an I2C device at 0x76 on bus 1?,i2c,check_i2c_device,"{'bus': 1, 'address': '0x76'}",CALL,READ_ONLY,natural,['full'],check_i2c_device,"{""bus"": 1, ""address"": ""0x76""}",,True,,,2.945473,
V1_096,Dump I2C device 0x76 on bus 1.,i2c,dump_i2c_device,"{'bus': 1, 'address': '0x76'}",CALL,READ_ONLY,direct,['full'],scan_i2c_bus,"{""bus"": 1}",,False,,,2.308998,
V1_097,Is there an I2C device at 0x77 on bus 1?,i2c,check_i2c_device,"{'bus': 1, 'address': '0x77'}",CALL,READ_ONLY,natural,['full'],check_i2c_device,"{""bus"": 1, ""address"": ""0x77""}",,True,,,2.947752,
V1_098,Dump I2C device 0x77 on bus 1.,i2c,dump_i2c_device,"{'bus': 1, 'address': '0x77'}",CALL,READ_ONLY,direct,['full'],scan_i2c_bus,"{""bus"": 1}",,False,,,2.303175,
V1_099,Check I2C communication status.,i2c,get_i2c_status,{},CALL,READ_ONLY,direct,['full'],get_i2c_status,{},,True,,,1.281677,
V1_100,Is I2C available on this Pi?,i2c,get_i2c_status,{},CALL,READ_ONLY,natural,['full'],check_i2c_device,"{""bus"": 0, ""address"": ""Pi""}",,False,,,2.472174,
V1_101,Please scan I2C bus 0.,i2c,scan_i2c_bus,{'bus': 0},CALL,READ_ONLY,direct,['full'],scan_i2c_bus,"{""bus"": 0}",,True,,,1.753622,
V1_102,Please check which devices are visible on I2C-0.,i2c,scan_i2c_bus,{'bus': 0},CALL,READ_ONLY,natural,['full'],get_i2c_status,"{""description"": ""I2C-0.""}",,False,,,1.272975,
V1_103,Please scan I2C bus 1.,i2c,scan_i2c_bus,{'bus': 1},CALL,READ_ONLY,direct,['full'],scan_i2c_bus,"{""bus"": 1}",,True,,,1.750578,
V1_104,Please check which devices are visible on I2C-1.,i2c,scan_i2c_bus,{'bus': 1},CALL,READ_ONLY,natural,['full'],get_i2c_status,{},,False,,,1.279236,
V1_105,Please check whether there is an I2C device at 0x20 on bus 1.,i2c,check_i2c_device,"{'bus': 1, 'address': '0x20'}",CALL,READ_ONLY,natural,['full'],check_i2c_device,"{""bus"": 1, ""address"": ""0x20""}",,True,,,2.949268,
V1_106,Please dump I2C device 0x20 on bus 1.,i2c,dump_i2c_device,"{'bus': 1, 'address': '0x20'}",CALL,READ_ONLY,direct,['full'],scan_i2c_bus,"{""bus"": 1}",,False,,,1.873785,
V1_107,Please check whether there is an I2C device at 0x3c on bus 1.,i2c,check_i2c_device,"{'bus': 1, 'address': '0x3c'}",CALL,READ_ONLY,natural,['full'],check_i2c_device,"{""bus"": 1, ""address"": ""0x3c""}",,True,,,2.983739,
V1_108,Please dump I2C device 0x3c on bus 1.,i2c,dump_i2c_device,"{'bus': 1, 'address': '0x3c'}",CALL,READ_ONLY,direct,['full'],scan_i2c_bus,"{""bus"": 1}",,False,,,1.894638,
V1_109,Please check whether there is an I2C device at 0x48 on bus 1.,i2c,check_i2c_device,"{'bus': 1, 'address': '0x48'}",CALL,READ_ONLY,natural,['full'],check_i2c_device,"{""bus"": 1, ""address"": ""0x48""}",,True,,,2.984034,
V1_110,Please dump I2C device 0x48 on bus 1.,i2c,dump_i2c_device,"{'bus': 1, 'address': '0x48'}",CALL,READ_ONLY,direct,['full'],scan_i2c_bus,"{""bus"": 1}",,False,,,1.901248,
V1_111,Please check whether there is an I2C device at 0x50 on bus 1.,i2c,check_i2c_device,"{'bus': 1, 'address': '0x50'}",CALL,READ_ONLY,natural,['full'],check_i2c_device,"{""bus"": 1, ""address"": ""0x50""}",,True,,,2.944944,
V1_112,Please dump I2C device 0x50 on bus 1.,i2c,dump_i2c_device,"{'bus': 1, 'address': '0x50'}",CALL,READ_ONLY,direct,['full'],scan_i2c_bus,"{""bus"": 1}",,False,,,1.859857,
V1_113,Please check whether there is an I2C device at 0x68 on bus 1.,i2c,check_i2c_device,"{'bus': 1, 'address': '0x68'}",CALL,READ_ONLY,natural,['full'],check_i2c_device,"{""bus"": 1, ""address"": ""0x68""}",,True,,,2.98085,
V1_114,Please dump I2C device 0x68 on bus 1.,i2c,dump_i2c_device,"{'bus': 1, 'address': '0x68'}",CALL,READ_ONLY,direct,['full'],scan_i2c_bus,"{""bus"": 1}",,False,,,1.893392,
V1_115,Please check whether there is an I2C device at 0x76 on bus 1.,i2c,check_i2c_device,"{'bus': 1, 'address': '0x76'}",CALL,READ_ONLY,natural,['full'],check_i2c_device,"{""bus"": 1, ""address"": ""0x76""}",,True,,,2.993727,
V1_116,Please dump I2C device 0x76 on bus 1.,i2c,dump_i2c_device,"{'bus': 1, 'address': '0x76'}",CALL,READ_ONLY,direct,['full'],scan_i2c_bus,"{""bus"": 1}",,False,,,1.901131,
V1_117,Please check whether there is an I2C device at 0x77 on bus 1.,i2c,check_i2c_device,"{'bus': 1, 'address': '0x77'}",CALL,READ_ONLY,natural,['full'],check_i2c_device,"{""bus"": 1, ""address"": ""0x77""}",,True,,,2.984383,
V1_118,Please dump I2C device 0x77 on bus 1.,i2c,dump_i2c_device,"{'bus': 1, 'address': '0x77'}",CALL,READ_ONLY,direct,['full'],scan_i2c_bus,"{""bus"": 1}",,False,,,1.897712,
V1_119,Please check I2C communication status.,i2c,get_i2c_status,{},CALL,READ_ONLY,direct,['full'],get_i2c_status,{},,True,,,1.322975,
V1_120,Please check whether I2C is available on this Pi.,i2c,get_i2c_status,{},CALL,READ_ONLY,natural,['full'],check_i2c_device,"{""bus"": 0, ""address"": ""Pi""}",,False,,,2.343256,
V1_121,Can you scan I2C bus 0.,i2c,scan_i2c_bus,{'bus': 0},CALL,READ_ONLY,direct,['full'],scan_i2c_bus,"{""bus"": 0}",,True,,,1.800756,
V1_122,Can you check which devices are visible on I2C-0?,i2c,scan_i2c_bus,{'bus': 0},CALL,READ_ONLY,natural,['full'],get_i2c_status,{},,False,,,1.276616,
V1_123,Can you scan I2C bus 1.,i2c,scan_i2c_bus,{'bus': 1},CALL,READ_ONLY,direct,['full'],scan_i2c_bus,"{""bus"": 1}",,True,,,1.813826,
V1_124,Can you check which devices are visible on I2C-1?,i2c,scan_i2c_bus,{'bus': 1},CALL,READ_ONLY,natural,['full'],get_i2c_status,{},,False,,,1.295625,
V1_125,Can you check whether there is an I2C device at 0x20 on bus 1?,i2c,check_i2c_device,"{'bus': 1, 'address': '0x20'}",CALL,READ_ONLY,natural,['full'],check_i2c_device,"{""bus"": 1, ""address"": ""0x20""}",,True,,,2.901368,
V1_126,Is SPI enabled?,spi,get_spi_status,{},CALL,READ_ONLY,direct,['full'],get_i2c_status,{},,False,,,1.121183,
V1_127,Check SPI interface status.,spi,get_spi_status,{},CALL,READ_ONLY,paraphrase,['full'],get_i2c_status,{},,False,,,1.285669,
V1_128,List SPI devices.,spi,list_spi_devices,{},CALL,READ_ONLY,direct,['full'],list_serial_ports,{},,False,,,1.057774,
V1_129,Show spidev nodes.,spi,list_spi_devices,{},CALL,READ_ONLY,abbrev,['full'],list_spi_devices,{},,True,,,1.166513,
V1_130,Please check whether SPI is enabled.,spi,get_spi_status,{},CALL,READ_ONLY,direct,['full'],get_i2c_status,{},,False,,,1.338325,
V1_131,Please check SPI interface status.,spi,get_spi_status,{},CALL,READ_ONLY,paraphrase,['full'],get_i2c_status,{},,False,,,1.140927,
V1_132,Please list SPI devices.,spi,list_spi_devices,{},CALL,READ_ONLY,direct,['full'],list_spi_devices,{},,True,,,1.066864,
V1_133,Please show spidev nodes.,spi,list_spi_devices,{},CALL,READ_ONLY,abbrev,['full'],list_spi_devices,{},,True,,,1.109816,
V1_134,Can you check whether SPI is enabled?,spi,get_spi_status,{},CALL,READ_ONLY,direct,['full'],get_i2c_status,{},,False,,,1.351005,
V1_135,Can you check SPI interface status.,spi,get_spi_status,{},CALL,READ_ONLY,paraphrase,['full'],get_i2c_status,{},,False,,,1.351334,
V1_136,Can you list SPI devices.,spi,list_spi_devices,{},CALL,READ_ONLY,direct,['full'],list_serial_ports,{},,False,,,1.098728,
V1_137,Can you show spidev nodes.,spi,list_spi_devices,{},CALL,READ_ONLY,abbrev,['full'],list_spi_devices,{},,True,,,1.124025,
V1_138,Quick check: is SPI enabled?,spi,get_spi_status,{},CALL,READ_ONLY,direct,['full'],get_i2c_status,{},,False,,,1.151149,
V1_139,Quick check: check SPI interface status.,spi,get_spi_status,{},CALL,READ_ONLY,paraphrase,['full'],get_i2c_status,{},,False,,,1.192543,
V1_140,Quick check: list SPI devices.,spi,list_spi_devices,{},CALL,READ_ONLY,direct,['full'],list_spi_devices,{},,True,,,1.100105,
V1_141,Quick check: show spidev nodes.,spi,list_spi_devices,{},CALL,READ_ONLY,abbrev,['full'],list_spi_devices,{},,True,,,1.171345,
V1_142,I need you to is SPI enabled?,spi,get_spi_status,{},CALL,READ_ONLY,direct,['full'],get_i2c_status,{},,False,,,1.116228,
V1_143,I need you to check SPI interface status.,spi,get_spi_status,{},CALL,READ_ONLY,paraphrase,['full'],get_i2c_status,{},,False,,,1.187851,
V1_144,I need you to list SPI devices.,spi,list_spi_devices,{},CALL,READ_ONLY,direct,['full'],list_spi_devices,{},,True,,,1.09018,
V1_145,I need you to show spidev nodes.,spi,list_spi_devices,{},CALL,READ_ONLY,abbrev,['full'],list_spi_devices,{},,True,,,1.135374,
