query,category,subtype,expected_tool,expected_args,expected_action,risk,id,split,predicted_tool,predicted_args,confidence,raw_correct,gate_execute,gated_correct,latency_s,reasoning
Is the Pi online?,network,status,get_network_status,{},CALL,READ_ONLY,RPI_V2_1_1530,heldout_test,get_i2c_status,{},0.3851,False,False,False,1.369571,User asks about Pi online. get_i2c_status returns current state of I2C interface. No arguments needed.
"On this Raspberry Pi, does device 0x40 respond on i2c bus 1.",i2c,check,check_i2c_device,"{'bus': 1, 'address': '0x40'}",CALL,READ_ONLY,RPI_V2_1_1531,heldout_test,scan_i2c_bus,"{""bus"": 0}",0.0,False,False,False,4.338489,"'0x40' -> bus 0, '1' -> i2cdetect-style scan."
Can you check whether show usb topology?,usb,topology,get_usb_topology,{},CALL,READ_ONLY,RPI_V2_1_1532,heldout_test,get_uart_status,{},0.7423,False,True,False,1.278504,User asks about UART/serial interface; get_uart_status returns UART/serial interface status.
Quick check: Show network status.,network,status,get_network_status,{},CALL,READ_ONLY,RPI_V2_1_1533,heldout_test,get_system_status,{},0.6442,False,True,False,1.258171,User wants to check Wi-Fi network status. get_system_status has no required params.
List SPI devices; Raspberry Pi check 15.,spi,list,list_spi_devices,{},CALL,READ_ONLY,RPI_V2_1_1534,heldout_test,list_serial_ports,{},0.0001,False,False,False,1.764746,list_serial_ports for SPI; list_displays for WHERE USB; 'Raspberry Pi' -> list_serial_ports; '15' -> description.
Please check this: Run i2cdump for 0x77 on bus 1.,i2c,dump,dump_i2c_device,"{'bus': 1, 'address': '0x77'}",CALL,MEDIUM,RPI_V2_1_1535,heldout_test,scan_i2c_bus,"{""bus"": 1}",0.059,False,False,False,2.144117,
Please check this: List cameras; Raspberry Pi check 31.,camera,list,list_cameras,{},CALL,READ_ONLY,RPI_V2_1_1536,heldout_test,list_cameras,{},0.5153,True,False,False,1.759562,list_cameras: no arguments. get_spi_status: no arguments. list_camera_status: no arguments. get_camera_status: no arguments.
"On this Raspberry Pi, can the pi see its csi camera; Raspberry Pi check 39.",camera,status,get_camera_status,{},CALL,READ_ONLY,RPI_V2_1_1537,heldout_test,get_camera_status,{},0.1146,True,False,False,1.743555,'pi see its csi camera' -> get_camera_status; 'Raspberry Pi check 39' -> list_cameras.
Check I2C address 0x48 on bus 1.,i2c,check,check_i2c_device,"{'bus': 1, 'address': '0x48'}",CALL,READ_ONLY,RPI_V2_1_1538,heldout_test,check_i2c_device,"{""bus"": 0, ""address"": ""0x48""}",0.0,False,False,False,6.916125,"User wants I2C check on bus 0, I2C 0, and dump_i2c_device on bus 0, I2C 1."
Please check this: How full is the SD card.,linux,disk,get_disk_usage,{},CALL,READ_ONLY,RPI_V2_1_1539,heldout_test,get_spi_status,{},0.6147,False,True,False,1.56874,User asks for SD card status. get_spi_status returns current SPI interface. No arguments needed.
Quick check: Run i2cdetect on bus 1; Raspberry Pi check 38.,i2c,scan,scan_i2c_bus,{'bus': 1},CALL,READ_ONLY,RPI_V2_1_1540,heldout_test,scan_i2c_bus,"{""bus"": 1}",0.0,True,False,False,7.138295,bus '1' from query; bus '38' from query; description 'Run i2cdetect-style' from query.
Quick check: Run i2cdetect on bus 0; Raspberry Pi check 38.,i2c,scan,scan_i2c_bus,{'bus': 0},CALL,READ_ONLY,RPI_V2_1_1541,heldout_test,scan_i2c_bus,"{""bus"": 0}",0.0,True,False,False,7.183041,bus '0' from query; bus '38' from query; description 'Run i2cdetect-style' from query.
Quick check: Run i2cdetect on bus 0.,i2c,scan,scan_i2c_bus,{'bus': 0},CALL,READ_ONLY,RPI_V2_1_1542,heldout_test,scan_i2c_bus,"{""bus"": 0}",0.0034,True,False,False,1.932945,bus '0' from 'bus 0'; description 'Run i2cdetect-style scan' from query.
Quick check: Show the USB bus tree; Raspberry Pi check 23.,usb,topology,get_usb_topology,{},CALL,READ_ONLY,RPI_V2_1_1543,heldout_test,list_usb_devices,"{""description"": ""Raspberry Pi check 23""}",0.0003,False,False,False,2.022432,'USB bus tree' -> description 'USB bus tree'; 'Raspberry Pi check 23' -> description 'Raspberry Pi check 23'.
Please check this: Run i2cdetect on bus 1; Raspberry Pi check 21.,i2c,scan,scan_i2c_bus,{'bus': 1},CALL,READ_ONLY,RPI_V2_1_1544,heldout_test,scan_i2c_bus,"{""bus"": 1}",0.0,True,False,False,6.893697,bus '1' from query; bus '2' from query; description 'Run i2cdetect on bus 1' from query.
Please check this: What is the ARM clock speed.,thermal,frequency,get_cpu_frequency,{},CALL,READ_ONLY,RPI_V2_1_1545,heldout_test,,null,0.3602,False,False,False,1.615617,"User asks for ARM clock speed. get_cpu_frequency reads current CPU/ARM/Wi-Fi, not a specific ARM. No tool provides ARM data."
Check throttling; Raspberry Pi check 30.,thermal,throttling,get_throttling_status,{},CALL,READ_ONLY,RPI_V2_1_1546,heldout_test,get_throttling_status,{},0.0022,True,False,False,1.638212,Two get_throttling_status calls: first with 'Raspberry Pi' and '30' from query.
Turn GPIO 8 on.,gpio,set_high,set_gpio,"{'pin': 8, 'state': True}",CALL,MEDIUM,RPI_V2_1_1547,heldout_test,set_gpio,"{""pin"": 8, ""state"": true}",0.0,True,False,False,2.394876,pin '8' from query 'GPIO 8'; state true from 'on'; description 'online state' from query 'online state'.
Can you check whether read processor frequency; Raspberry Pi check 42.,thermal,frequency,get_cpu_frequency,{},CALL,READ_ONLY,RPI_V2_1_1548,heldout_test,get_i2c_status,{},0.1509,False,False,False,1.608736,'check whether read processor frequency' -> get_i2c_status; 'check Raspberry Pi check 42' -> get_uart_status.
Please check this: Show connected HDMI displays; Raspberry Pi check 41.,hdmi,list,list_displays,{},CALL,READ_ONLY,RPI_V2_1_1549,heldout_test,,null,0.0022,False,False,False,1.918027,'HDMI displays' -> list_displays; 'Raspberry Pi check 41' -> get_hdmi_status.
Quick check: Show USB topology; Raspberry Pi check 33.,usb,topology,get_usb_topology,{},CALL,READ_ONLY,RPI_V2_1_1550,heldout_test,get_usb_topology,"{""description"": ""USB topology""}",0.0002,False,False,False,2.167458,get_usb_topology: 'USB topology' -> description 'USB topology'. get_temperature: 'Raspberry Pi check 33' -> description 'Raspberry Pi check 33'.
Quick check: Show system status; Raspberry Pi check 18.,linux,system_status,get_system_status,{},CALL,READ_ONLY,RPI_V2_1_1551,heldout_test,,null,0.2586,False,False,False,3.376351,'System status' -> get_system_status; 'Raspberry Pi check 18' -> get_system_status; two calls with different arguments.
What is the state of GPIO 11?,gpio,read,read_gpio,{'pin': 11},CALL,READ_ONLY,RPI_V2_1_1552,heldout_test,get_hdmi_status,"{""connector"": ""HDMI-A-1""}",0.0,False,False,False,2.841536,Query asks for GPIO 11 state. get_hdmi_status returns state. pin '11' from query. description 'Raspberry Pi CPU/SoC temperature' from query.
Please check this: Restart the bluetooth service.,linux,restart_service,restart_service,{'service': 'bluetooth'},CALL,HIGH,RPI_V2_1_1553,heldout_test,restart_service,"{""service"": ""bluetooth""}",0.6137,True,True,True,1.362649,
Quick check: Is Wi-Fi connected.,network,status,get_network_status,{},CALL,READ_ONLY,RPI_V2_1_1554,heldout_test,get_network_status,{},0.7788,True,True,True,1.480403,Query asks to check Wi-Fi connection. get_network_status returns Wi-Fi status. No arguments needed.
Check BCM13 state.,gpio,read,read_gpio,{'pin': 13},CALL,READ_ONLY,RPI_V2_1_1555,heldout_test,set_gpio,"{""pin"": 1, ""state"": true}",0.0003,False,False,False,2.760711,pin 'BCM13' from query; state true from 'state'; description 'Check whether the SPI interface is enabled/available' from query.
Drive BCM5 high.,gpio,set_high,set_gpio,"{'pin': 5, 'state': True}",CALL,MEDIUM,RPI_V2_1_1556,heldout_test,set_gpio,"{""pin"": 0, ""state"": true}",0.0159,False,False,False,2.92579,"User wants BCM GPIO pin set to true. 'high' -> state true. No pin given, use default."
"On this Raspberry Pi, what is the cpu temperature; Raspberry Pi check 19.",thermal,temperature,get_temperature,{},CALL,READ_ONLY,RPI_V2_1_1557,heldout_test,get_temperature,{},0.7731,True,True,True,1.780076,get_temperature returns Raspberry Pi CPU/SoC temperature; no parameters needed.
Can you check whether is ethernet connected; Raspberry Pi check 112.,network,status,get_network_status,{},CALL,READ_ONLY,RPI_V2_1_1558,heldout_test,get_i2c_status,"{""description"": ""ethernet""}",0.0053,False,False,False,1.711663,Two I2C checks: 'ethernet' and 'Raspberry Pi' -> two calls with distinct descriptions.
Can you check whether show attached usb hardware?,usb,devices,list_usb_devices,{},CALL,READ_ONLY,RPI_V2_1_1559,heldout_test,list_usb_devices,{},0.4173,True,False,False,1.522761,User asks about hardware usage -> list_usb_devices with no arguments to see all connected devices.
"On this Raspberry Pi, list spi devices; Raspberry Pi check 19.",spi,list,list_spi_devices,{},CALL,READ_ONLY,RPI_V2_1_1560,heldout_test,list_spi_devices,{},0.1214,True,False,False,1.60529,list_spi_devices: no arguments. list_serial_ports: no arguments. list_usb_devices: no arguments.
Install nginx; Raspberry Pi check 45.,negative,unsupported,,,NO_CALL,NONE,RPI_V2_1_1561,heldout_test,restart_service,"{""service"": ""nginx""}",0.0005,False,False,True,3.413738,'nginx' -> service 'nginx'; 'Raspberry Pi' -> pin '45'; 'check' -> get_i2c_status.
Can you check whether how is the pi doing; Raspberry Pi check 22.,linux,system_status,get_system_status,{},CALL,READ_ONLY,RPI_V2_1_1562,heldout_test,get_camera_status,{},0.0903,False,False,False,1.749991,User asks about pi and Raspberry Pi CSI/libcamera. 'Raspberry Pi' -> get_camera_status. '22' -> get_i2c_status.
Can you check whether check camera status; Raspberry Pi check 17.,camera,status,get_camera_status,{},CALL,READ_ONLY,RPI_V2_1_1563,heldout_test,get_camera_status,{},0.284,True,False,False,1.670352,User asks for 'check whether check camera status' -> get_camera_status. 'Check if Raspberry Pi CSI/libcamera camera is available' -> list_camera_status.
Can you check whether check i2c address 0x50 on bus 1?,i2c,check,check_i2c_device,"{'bus': 1, 'address': '0x50'}",CALL,READ_ONLY,RPI_V2_1_1564,heldout_test,check_i2c_device,"{""bus"": 1, ""address"": ""0x50""}",0.0019,True,False,False,3.081491,"User asks about i2C interface status. 'check whether' -> check_i2c_device. '0x50' -> bus '0x50'. 'bus 1' -> bus '1'. No description given, omit optional."
Can you check whether show cpu frequency; Raspberry Pi check 32.,thermal,frequency,get_cpu_frequency,{},CALL,READ_ONLY,RPI_V2_1_1565,heldout_test,get_cpu_frequency,{},0.0902,True,False,False,1.732137,'check whether show cpu frequency' -> get_cpu_frequency; 'Raspberry Pi check 32' -> get_temperature; two calls.
Please check this: Run i2cdump for 0x40 on bus 1.,i2c,dump,dump_i2c_device,"{'bus': 1, 'address': '0x40'}",CALL,MEDIUM,RPI_V2_1_1566,heldout_test,scan_i2c_bus,"{""bus"": 1}",0.0926,False,False,False,1.728119,
List displays; Raspberry Pi check 15.,hdmi,list,list_displays,{},CALL,READ_ONLY,RPI_V2_1_1567,heldout_test,list_displays,{},0.53,True,False,False,1.46831,list_displays: no arguments. get_spi_status: no arguments. list_serial_ports: no arguments.
Turn GPIO 6 off.,gpio,set_low,set_gpio,"{'pin': 6, 'state': False}",CALL,MEDIUM,RPI_V2_1_1568,heldout_test,set_gpio,"{""pin"": 6, ""state"": false}",0.2224,True,False,False,2.043929,pin '6' from 'GPIO 6'; state false from 'off'.
Turn GPIO 15 off.,gpio,set_low,set_gpio,"{'pin': 15, 'state': False}",CALL,MEDIUM,RPI_V2_1_1569,heldout_test,set_gpio,"{""pin"": 15, ""state"": false}",0.285,True,False,False,2.037805,pin '15' from query; state false from 'off'; description omitted.
Can you check whether check spi status; Raspberry Pi check 52.,spi,status,get_spi_status,{},CALL,READ_ONLY,RPI_V2_1_1570,heldout_test,get_spi_status,{},0.8544,True,True,True,1.705636,User asks for spi status and Raspberry Pi CSI/libcamera. get_spi_status has no required params. get_camera_status has no required params.
Which monitors are connected?,hdmi,list,list_displays,{},CALL,READ_ONLY,RPI_V2_1_1571,heldout_test,,null,0.4437,False,False,False,1.41114,"list_displays returns connected HDMI-A-1 or HDMI-A-2 connector, not monitors. No tool provides monitors."
Can you check whether show network status; Raspberry Pi check 32.,network,status,get_network_status,{},CALL,READ_ONLY,RPI_V2_1_1572,heldout_test,get_hdmi_status,"{""connector"": ""HDMI-A-1""}",0.0034,False,False,False,2.116801,'check whether show network status' -> get_hdmi_status; 'check whether show network status' -> get_i2c_status; 'check if Raspberry Pi check 32' -> get_i2c_status; two calls with distinct arguments.
Quick check: Bounce the bluetooth service.,linux,restart_service,restart_service,{'service': 'bluetooth'},CALL,HIGH,RPI_V2_1_1573,heldout_test,restart_service,"{""service"": ""bluetooth""}",0.566,True,False,False,1.577115,User wants to check Bluetooth service. 'bluetooth service' -> service 'bluetooth'. restart_service is the only tool for this.
"On this Raspberry Pi, restart mysql; Raspberry Pi check 49.",negative,invalid,,,NO_CALL,POLICY,RPI_V2_1_1574,heldout_test,restart_service,"{""service"": ""ssh""}",0.0292,False,False,True,1.803109,'restart mysql' -> restart_service service 'ssh'; 'check 49' -> get_spi_status.
Can you check whether check uart status?,uart,status,get_uart_status,{},CALL,READ_ONLY,RPI_V2_1_1575,heldout_test,get_uart_status,{},0.8522,True,True,True,1.397304,"User asks about UART/serial interface status. get_uart_status has no required params, so call it directly."
Quick check: Is Ethernet connected; Raspberry Pi check 113.,network,status,get_network_status,{},CALL,READ_ONLY,RPI_V2_1_1576,heldout_test,get_i2c_status,{},0.0024,False,False,False,1.792784,Two get_i2c_status calls: 'Ethernet' and 'Raspberry Pi' from query.
"On this Raspberry Pi, set gpio 17 to analog output.",negative,unsupported,,,NO_CALL,NONE,RPI_V2_1_1577,heldout_test,,null,0.4619,True,False,True,1.380836,No tool for setting GPI or external output configuration.
Quick check: Check camera status.,camera,status,get_camera_status,{},CALL,READ_ONLY,RPI_V2_1_1578,heldout_test,get_camera_status,{},0.9837,True,True,True,1.323849,User asks to check camera status. get_camera_status has no required parameters.
"On this Raspberry Pi, check uart status; Raspberry Pi check 39.",uart,status,get_uart_status,{},CALL,READ_ONLY,RPI_V2_1_1579,heldout_test,,null,0.5175,False,False,False,3.583522,'check uart status' -> get_uart_status; 'check 39' -> get_uart_status; two calls for each.
Quick check: What mode is HDMI-A-1 using.,hdmi,connector,get_hdmi_status,{'connector': 'HDMI-A-1'},CALL,READ_ONLY,RPI_V2_1_1580,heldout_test,,null,0.2059,False,False,False,1.47014,get_hdmi_status returns HDMI-A-1 mode. No tool provides a 'mode' parameter for this tool.
How full is the SD card; Raspberry Pi check 40.,linux,disk,get_disk_usage,{},CALL,READ_ONLY,RPI_V2_1_1581,heldout_test,get_spi_status,{},0.0442,False,False,False,1.685651,'SD card' -> get_spi_status; 'Raspberry Pi check 40.' -> get_temperature.
Check BCM23 state.,gpio,read,read_gpio,{'pin': 23},CALL,READ_ONLY,RPI_V2_1_1582,heldout_test,set_gpio,"{""pin"": 1, ""state"": true}",0.1392,False,False,False,2.926797,pin 'BCM23' from query; state true from 'state'; description omitted.
Quick check: Does device 0x77 respond on I2C bus 1.,i2c,check,check_i2c_device,"{'bus': 1, 'address': '0x77'}",CALL,READ_ONLY,RPI_V2_1_1583,heldout_test,check_i2c_device,"{""bus"": 0, ""address"": ""1""}",0.0,False,False,False,3.149849,"'Does device 0x77 respond on I2C bus 1' -> check_i2c_device with bus 0, address '1', description 'I2C bus 1'."
"On this Raspberry Pi, show attached usb hardware.",usb,devices,list_usb_devices,{},CALL,READ_ONLY,RPI_V2_1_1584,heldout_test,list_usb_devices,{},0.1689,True,False,False,1.566803,User wants WHERE USB devices connected. 'hardware' -> list_usb_devices. No description needed.
Can you check whether run rm -rf /?,negative,unsafe,,,NO_CALL,CRITICAL,RPI_V2_1_1585,heldout_test,get_i2c_status,{},0.141,False,False,True,1.456486,User asks about RMART rm.rf. 'run rm' -> get_i2c_status. No other tool provides status.
Can you check whether is i2c enabled; Raspberry Pi check 62.,i2c,status,get_i2c_status,{},CALL,READ_ONLY,RPI_V2_1_1586,heldout_test,,null,0.0,False,False,False,7.922343,'i2c' -> bus 'i2c'; 'Raspberry Pi' -> bus 'Raspberry Pi'; '62' -> address '62'; 'check whether the I2C interface is enabled' -> check_i2c_device with description 'I2C interface is enabled'.
"On this Raspberry Pi, show active network interfaces; Raspberry Pi check 119.",network,status,get_network_status,{},CALL,READ_ONLY,RPI_V2_1_1587,heldout_test,,null,0.0015,False,False,False,1.950796,'active network interfaces' -> get_i2c_status; 'Raspberry Pi check 119' -> get_hdmi_status; two calls.
Drive BCM12 low.,gpio,set_low,set_gpio,"{'pin': 12, 'state': False}",CALL,MEDIUM,RPI_V2_1_1588,heldout_test,,null,0.0,False,False,False,3.133295,pin 'BCM12' from query; state true from 'low'; description 'Drive BCM12 low' from query.
"On this Raspberry Pi, show throttling status; Raspberry Pi check 59.",thermal,throttling,get_throttling_status,{},CALL,READ_ONLY,RPI_V2_1_1589,heldout_test,get_hdmi_status,"{""connector"": ""HDMI-A-1""}",0.0187,False,False,False,1.897519,'throttling status' -> get_hdmi_status; 'Raspberry Pi check 59' -> get_uart_status.
Drive BCM14 high.,gpio,set_high,set_gpio,"{'pin': 14, 'state': True}",CALL,MEDIUM,RPI_V2_1_1590,heldout_test,set_gpio,"{""pin"": 0, ""state"": true}",0.0009,False,False,False,2.877725,"User wants BCM 14. 'high' -> state true. No pin given, use default."
Please check this: Set GPIO 17 to maybe.,negative,invalid,,,NO_CALL,POLICY,RPI_V2_1_1591,heldout_test,set_gpio,"{""pin"": 17, ""state"": true}",0.0,False,False,True,2.590274,pin '17' from query 'GPIO 17'; state true from 'maybe'; description 'Check this:' from query.
Can you check whether what mode is hdmi-a-2 using; Raspberry Pi check 27.,hdmi,connector,get_hdmi_status,{'connector': 'HDMI-A-2'},CALL,READ_ONLY,RPI_V2_1_1592,heldout_test,,null,0.0002,False,False,False,2.631298,'hdmi-a-2' -> connector 'HDMI-A-2'; 'Raspberry Pi' -> connector 'HDMI-A-2'; '27' -> description 'Raspberry Pi'
Can you check whether install nginx; Raspberry Pi check 47.,negative,unsupported,,,NO_CALL,NONE,RPI_V2_1_1593,heldout_test,,null,0.7805,True,False,True,3.576073,'check whether install nginx' -> get_i2c_status; 'check Raspberry Pi check 47' -> get_i2c_status; two calls for each.
Check I2C address 0x68 on bus 1; Raspberry Pi check 10.,i2c,check,check_i2c_device,"{'bus': 1, 'address': '0x68'}",CALL,READ_ONLY,RPI_V2_1_1594,heldout_test,check_i2c_device,"{""bus"": 0, ""address"": ""Raspberry Pi""}",0.0,False,False,False,9.020851,'0x68' -> bus '0x68'; '1' -> bus '1'; 'Raspberry Pi' -> address 'Raspberry Pi'; 'I2C' -> description 'I2C'; 'check' -> check_i2c_device.
Drive BCM13 high.,gpio,set_high,set_gpio,"{'pin': 13, 'state': True}",CALL,MEDIUM,RPI_V2_1_1595,heldout_test,,null,0.0,False,False,False,3.501548,pin 'BCM13' from query; state true from 'high'; description 'Drive BCM13 high' from query.
Can you check whether is ethernet connected; Raspberry Pi check 82.,network,status,get_network_status,{},CALL,READ_ONLY,RPI_V2_1_1596,heldout_test,get_i2c_status,"{""description"": ""ethernet""}",0.0075,False,False,False,1.699077,Two I2C checks: 'ethernet' and 'Raspberry Pi' -> two calls.
